SEED: 2726181609
BEST: -105.62873840332031
t,generation,fitness
3.6668591499328613,0,-1575.4019927978516
5.193070888519287,1,-1522.9813079833984
6.268572568893433,2,-1522.9813079833984
7.976829767227173,3,-1522.9813079833984
9.435021877288818,4,-1428.9713745117188
10.480589151382446,5,-1260.1879272460938
11.888627052307129,6,-1260.1879272460938
13.15683126449585,7,-1182.071044921875
14.414632320404053,8,-1182.071044921875
16.232563495635986,9,-1182.071044921875
17.64855170249939,10,-1167.9364624023438
19.412590742111206,11,-1075.0429992675781
21.608541011810303,12,-910.6436767578125
23.117039918899536,13,-910.6436767578125
24.752520084381104,14,-910.6436767578125
25.72046732902527,15,-910.6436767578125
27.172451496124268,16,-910.6436767578125
28.044940948486328,17,-910.6436767578125
28.836305618286133,18,-883.2083740234375
30.340500354766846,19,-883.2083740234375
31.640552282333374,20,-883.2083740234375
33.06051850318909,21,-883.2083740234375
34.37568140029907,22,-883.2083740234375
34.89653038978577,23,-883.2083740234375
36.49056696891785,24,-883.2083740234375
37.90046668052673,25,-883.2083740234375
39.212480306625366,26,-883.2083740234375
40.44854521751404,27,-883.2083740234375
41.67614793777466,28,-883.2083740234375
43.09788680076599,29,-883.2083740234375
44.34874391555786,30,-883.2083740234375
45.444371938705444,31,-883.2083740234375
46.448524475097656,32,-765.1972045898438
47.8965322971344,33,-765.1972045898438
49.340882301330566,34,-765.1972045898438
50.55414414405823,35,-765.1972045898438
51.82044005393982,36,-765.1972045898438
53.22043824195862,37,-765.1972045898438
54.624415159225464,38,-765.1972045898438
56.22044324874878,39,-765.1972045898438
57.2427294254303,40,-765.1972045898438
58.41249942779541,41,-765.1972045898438
59.884446144104004,42,-765.1972045898438
61.20047187805176,43,-765.1972045898438
62.13783669471741,44,-765.1972045898438
63.900628089904785,45,-580.6174011230469
65.48058795928955,46,-580.6174011230469
67.00309419631958,47,-580.6174011230469
68.69657945632935,48,-580.6174011230469
69.9795560836792,49,-580.6174011230469
71.32053065299988,50,-580.6174011230469
72.70861864089966,51,-580.6174011230469
73.58052229881287,52,-580.6174011230469
75.12928318977356,53,-580.6174011230469
76.63649821281433,54,-580.6174011230469
77.9725034236908,55,-580.6174011230469
79.1365258693695,56,-580.6174011230469
80.43640351295471,57,-580.6174011230469
82.05173254013062,58,-580.6174011230469
83.4082419872284,59,-580.6174011230469
84.66459679603577,60,-580.6174011230469
86.01510620117188,61,-580.6174011230469
87.50451946258545,62,-580.6174011230469
88.82449197769165,63,-580.6174011230469
89.83243489265442,64,-580.6174011230469
91.28050136566162,65,-580.6174011230469
92.71654653549194,66,-580.6174011230469
93.92467164993286,67,-578.9570770263672
95.43251633644104,68,-578.9570770263672
96.5725462436676,69,-578.9570770263672
98.03254318237305,70,-578.9570770263672
98.99887871742249,71,-578.9570770263672
100.17256999015808,72,-578.9570770263672
101.7196581363678,73,-578.9570770263672
103.22864890098572,74,-578.9570770263672
104.88967156410217,75,-578.9570770263672
106.54850602149963,76,-578.9570770263672
107.924635887146,77,-578.9570770263672
108.86869597434998,78,-578.9570770263672
110.27969884872437,79,-538.2337036132812
111.4845769405365,80,-538.2337036132812
112.62704706192017,81,-538.2337036132812
114.46121120452881,82,-538.2337036132812
115.6844208240509,83,-538.2337036132812
117.01840376853943,84,-538.2337036132812
118.46039485931396,85,-538.2337036132812
120.5004723072052,86,-538.2337036132812
121.36446237564087,87,-538.2337036132812
122.66033267974854,88,-538.2337036132812
124.06052279472351,89,-538.2337036132812
125.37853145599365,90,-538.2337036132812
126.28850793838501,91,-538.2337036132812
128.12071895599365,92,-538.2337036132812
129.8579113483429,93,-538.2337036132812
131.58514952659607,94,-538.2337036132812
133.26061248779297,95,-538.2337036132812
135.16150879859924,96,-538.2337036132812
136.02855324745178,97,-538.2337036132812
137.74055528640747,98,-538.2337036132812
139.4925093650818,99,-538.2337036132812
141.34460949897766,100,-538.2337036132812
141.97653818130493,101,-538.2337036132812
143.3525733947754,102,-538.2337036132812
144.7845447063446,103,-538.2337036132812
146.97649788856506,104,-538.2337036132812
148.57247114181519,105,-538.2337036132812
149.84293127059937,106,-538.2337036132812
151.34912085533142,107,-538.2337036132812
152.7766740322113,108,-538.2337036132812
154.5495035648346,109,-538.2337036132812
155.89270949363708,110,-538.2337036132812
157.13655304908752,111,-538.2337036132812
158.74838829040527,112,-538.2337036132812
160.02054476737976,113,-538.2337036132812
161.956533908844,114,-538.2337036132812
163.51657009124756,115,-538.2337036132812
165.75662350654602,116,-538.2337036132812
167.50050020217896,117,-538.2337036132812
169.4980239868164,118,-538.2337036132812
170.8617660999298,119,-536.0086517333984
