SEED: 2517755752
BEST: -476.39678955078125
t,generation,fitness
4.148953199386597,0,-1842.7077941894531
6.409038782119751,1,-1842.7077941894531
7.6310036182403564,2,-1842.7077941894531
9.070655584335327,3,-1842.7077941894531
10.133143186569214,4,-1842.7077941894531
11.98917818069458,5,-1834.9444122314453
13.538331508636475,6,-1834.9444122314453
15.525051593780518,7,-1834.9444122314453
16.929038047790527,8,-1834.9444122314453
18.46949052810669,9,-1834.9444122314453
19.96108913421631,10,-1834.9444122314453
22.169286727905273,11,-1834.9444122314453
23.917896032333374,12,-1834.9444122314453
25.700528383255005,13,-1834.9444122314453
26.473011016845703,14,-1834.9444122314453
27.718388080596924,15,-1834.3099822998047
29.294034957885742,16,-1834.3099822998047
30.613811492919922,17,-1834.3099822998047
31.593146562576294,18,-1834.3099822998047
33.072821855545044,19,-1759.6776275634766
34.27627897262573,20,-1759.6776275634766
35.45305871963501,21,-1759.6776275634766
36.58497714996338,22,-1759.6776275634766
38.04505944252014,23,-1759.6776275634766
38.8010675907135,24,-1759.6776275634766
40.02505087852478,25,-1759.6776275634766
41.27361798286438,26,-1759.6776275634766
42.312989950180054,27,-1759.6776275634766
43.717896938323975,28,-1757.4449005126953
45.05306649208069,29,-1273.7847137451172
46.34508728981018,30,-1273.7847137451172
47.704729318618774,31,-1273.7847137451172
48.717268228530884,32,-1273.7847137451172
50.145103931427,33,-1273.7847137451172
51.5690803527832,34,-1273.7847137451172
52.852776527404785,35,-1273.7847137451172
53.74854016304016,36,-1273.7847137451172
54.689032554626465,37,-1273.7847137451172
56.167264223098755,38,-1273.7847137451172
57.5851366519928,39,-1273.7847137451172
59.361029863357544,40,-1273.7847137451172
60.52963829040527,41,-1273.7847137451172
62.11974763870239,42,-1273.7847137451172
63.637824296951294,43,-1273.7847137451172
65.67314028739929,44,-1195.7414245605469
66.85014510154724,45,-1195.7414245605469
67.7731146812439,46,-1195.7414245605469
68.86506080627441,47,-1195.7414245605469
70.58646202087402,48,-1195.7414245605469
72.02220678329468,49,-1195.7414245605469
73.80964469909668,50,-1195.7414245605469
75.27452969551086,51,-1195.7414245605469
76.59308338165283,52,-1195.7414245605469
78.50505495071411,53,-1195.7414245605469
80.27714681625366,54,-1195.7414245605469
82.4322144985199,55,-1195.7414245605469
83.90338826179504,56,-1193.08154296875
85.50908279418945,57,-1193.08154296875
87.19312357902527,58,-1193.08154296875
89.35709953308105,59,-1193.08154296875
90.84938311576843,60,-1193.08154296875
92.26134657859802,61,-1193.08154296875
94.39428567886353,62,-1193.08154296875
95.76579236984253,63,-1193.08154296875
97.0775797367096,64,-1193.08154296875
98.68555998802185,65,-1193.08154296875
100.26552248001099,66,-1193.08154296875
101.37757635116577,67,-1193.08154296875
103.44957566261292,68,-1193.08154296875
105.81755876541138,69,-1193.08154296875
108.1371488571167,70,-1193.08154296875
109.80969977378845,71,-1193.08154296875
111.84306192398071,72,-1193.08154296875
113.48463296890259,73,-1193.08154296875
115.68915343284607,74,-1193.08154296875
118.10225653648376,75,-1193.08154296875
120.40174174308777,76,-1193.08154296875
123.04609656333923,77,-1193.08154296875
124.40297722816467,78,-1193.08154296875
